Year,Date,Stage,Course,Distance,Type,Winner
2008,2008-07-22,16,Cuneo (Italy) to Jausiers,157.0 km (97.6 mi),Mountain stage,Cyril Dessel (FRA)
2008,2008-07-23,17,Embrun to Alpe d'Huez,210.5 km (130.8 mi),Mountain stage,Carlos Sastre (ESP)
2008,2008-07-24,18,Bourg-d'Oisans to Saint-Étienne,196.5 km (122.1 mi),Transition stage,Marcus Burghardt (GER)
2008,2008-07-25,19,Roanne to Montluçon,165.5 km (102.8 mi),Flat stage,Sylvain Chavanel (FRA)
2008,2008-07-26,20,Cérilly to Saint-Amand-Montrond,53.0 km (32.9 mi),Individual time trial,Fabian Cancellara (SUI)
2008,2008-07-27,21,Étampes to Paris (Champs-Élysées),143.0 km (88.9 mi),Flat stage,Gert Steegmans (BEL)
2009,2009-07-04,1,Monaco,15.5 km (10 mi),Individual time trial,Fabian Cancellara (SUI)
2009,2009-07-05,2,Monaco to Brignoles,187 km (116 mi),Flat stage,Mark Cavendish (GBR)
2009,2009-07-06,3,Marseille to La Grande-Motte,196.5 km (122 mi),Flat stage,Mark Cavendish (GBR)
2009,2009-07-07,4,Montpellier,39 km (24 mi),Team time trial,Astana
2009,2009-07-08,5,Cap d'Agde to Perpignan,196.5 km (122 mi),Flat stage,Thomas Voeckler (FRA)
2009,2009-07-09,6,Girona (Spain) to Barcelona (Spain),181.5 km (113 mi),Flat stage,Thor Hushovd (NOR)
2009,2009-07-10,7,Barcelona to Andorra-Arcalis (Andorra),224 km (139 mi),Mountain stage,Brice Feillu (FRA)
2009,2009-07-11,8,Andorra la Vella to Saint-Girons,176.5 km (110 mi),Mountain stage,Luis León Sánchez (ESP)
2009,2009-07-12,9,Saint-Gaudens to Tarbes,160.5 km (100 mi),Mountain stage,Pierrick Fédrigo (FRA)
2009,2009-07-14,10,Limoges to Issoudun,194.5 km (121 mi),Flat stage,Mark Cavendish (GBR)
2009,2009-07-15,11,Vatan to Saint-Fargeau,192 km (119 mi),Flat stage,Mark Cavendish (GBR)
2009,2009-07-16,12,Tonnerre to Vittel,211.5 km (131 mi),Flat stage,Nicki Sørensen (DEN)
2009,2009-07-17,13,Vittel to Colmar,200 km (124 mi),Medium mountain stage,Heinrich Haussler (GER)
2009,2009-07-18,14,Colmar to Besançon,199 km (124 mi),Flat stage,Sergei Ivanov (RUS)
2009,2009-07-19,15,Pontarlier to Verbier (Switzerland),207.5 km (129 mi),Mountain Stage,Alberto Contador (ESP)
2009,2009-07-21,16,Martigny (Switzerland) to Bourg-Saint-Maurice,159 km (99 mi),Mountain Stage,Sandy Casar (FRA)
2009,2009-07-22,17,Bourg-Saint-Maurice to Le Grand-Bornand,169.5 km (105 mi),Mountain Stage,Fränk Schleck (LUX)
2009,2009-07-23,18,Annecy,40.5 km (25 mi),Individual time trial,Alberto Contador (ESP)
2009,2009-07-24,19,Bourgoin-Jallieu to Aubenas,178 km (111 mi),Flat stage,Mark Cavendish (GBR)
2009,2009-07-25,20,Montélimar to Mont Ventoux,167 km (104 mi),Mountain stage,Juan Manuel Gárate (ESP)
2009,2009-07-26,21,Montereau-Fault-Yonne to Paris (Champs-Élysées),164 km (102 mi),Flat stage,Mark Cavendish (GBR)
2010,2010-07-03,P,Rotterdam (Netherlands),8.9 km (6 mi),Individual time trial,Fabian Cancellara (SUI)
2010,2010-07-04,1,Rotterdam to Brussels (Belgium),223.5 km (139 mi),Flat stage,Alessandro Petacchi (ITA)
2010,2010-07-05,2,Brussels to Spa (Belgium),201 km (125 mi),Flat stage,Sylvain Chavanel (FRA)
2010,2010-07-06,3,Wanze (Belgium) to Arenberg Porte du Hainaut,213 km (132 mi),Flat cobblestone stage,Thor Hushovd (NOR)
2010,2010-07-07,4,Cambrai to Reims,153.5 km (95 mi),Flat stage,Alessandro Petacchi (ITA)
2010,2010-07-08,5,Épernay to Montargis,187.5 km (117 mi),Flat stage,Mark Cavendish (GBR)
2010,2010-07-09,6,Montargis to Gueugnon,227.5 km (141 mi),Flat stage,Mark Cavendish (GBR)
2010,2010-07-10,7,Tournus to Station des Rousses,165.5 km (103 mi),Medium mountain stage,Sylvain Chavanel (FRA)
2010,2010-07-11,8,Station des Rousses to Morzine-Avoriaz,189 km (117 mi),Mountain stage,Andy Schleck (LUX)
2010,2010-07-13,9,Morzine-Avoriaz to Saint-Jean-de-Maurienne,204.5 km (127 mi),Mountain stage,Sandy Casar (FRA)
2010,2010-07-14,10,Chambéry to Gap,179 km (111 mi),Medium mountain stage,Sérgio Paulinho (POR)
2010,2010-07-15,11,Sisteron to Bourg-lès-Valence,184.5 km (115 mi),Flat stage,Mark Cavendish (GBR)
2010,2010-07-16,12,Bourg-de-Péage to Mende,210.5 km (131 mi),Medium mountain stage,Joaquim Rodríguez (ESP)
2010,2010-07-17,13,Rodez to Revel,196 km (122 mi),Flat stage,Alexander Vinokourov (KAZ)
2010,2010-07-18,14,Revel to Ax 3 Domaines,184.5 km (115 mi),Mountain stage,Christophe Riblon (FRA)
2010,2010-07-19,15,Pamiers to Bagnères-de-Luchon,187.5 km (117 mi),Mountain stage,Thomas Voeckler (FRA)
2010,2010-07-20,16,Bagnères-de-Luchon to Pau,199.5 km (124 mi),Mountain stage,Pierrick Fédrigo (FRA)
2010,2010-07-22,17,Pau to Col du Tourmalet,174 km (108 mi),Mountain stage,Andy Schleck (LUX)
2010,2010-07-23,18,Salies-de-Béarn to Bordeaux,198 km (123 mi),Flat stage,Mark Cavendish (GBR)
2010,2010-07-24,19,Bordeaux to Pauillac,52 km (32 mi),Individual time trial,Fabian Cancellara (SUI)
2010,2010-07-25,20,Longjumeau to Paris (Champs-Élysées),102.5 km (64 mi),Flat stage,Mark Cavendish (GBR)
2011,2011-07-02,1,Passage du Gois to Mont des Alouettes,191.5 km (119 mi),Flat stage,Philippe Gilbert (BEL)
2011,2011-07-03,2,Les Essarts,23.0 km (14 mi),Team time trial,Garmin–Cervélo
2011,2011-07-04,3,Olonne-sur-Mer to Redon,198.0 km (123 mi),Flat stage,Tyler Farrar (USA)
2011,2011-07-05,4,Lorient to Mûr-de-Bretagne,172.5 km (107 mi),Flat stage,Cadel Evans (AUS)
2011,2011-07-06,5,Carhaix to Cap Fréhel,164.5 km (102 mi),Flat stage,Mark Cavendish (GBR)
2011,2011-07-07,6,Dinan to Lisieux,226.5 km (141 mi),Flat stage,Edvald Boasson Hagen (NOR)
2011,2011-07-08,7,Le Mans to Châteauroux,218.0 km (135 mi),Flat stage,Mark Cavendish (GBR)
2011,2011-07-09,8,Aigurande to Super Besse,189.0 km (117 mi),Medium mountain stage,Rui Costa (POR)
2011,2011-07-10,9,Issoire to Saint-Flour,208.0 km (129 mi),Medium mountain stage,Luis León Sánchez (ESP)
2011,2011-07-12,10,Aurillac to Carmaux,158.0 km (98 mi),Flat stage,André Greipel (GER)
2011,2011-07-13,11,Blaye-les-Mines to Lavaur,167.5 km (104 mi),Flat stage,Mark Cavendish (GBR)
2011,2011-07-14,12,Cugnaux to Luz Ardiden,211.0 km (131 mi),High mountain stage,Samuel Sánchez (ESP)
2011,2011-07-15,13,Pau to Lourdes,152.5 km (95 mi),High mountain stage,Thor Hushovd (NOR)
2011,2011-07-16,14,Saint-Gaudens to Plateau de Beille,168.5 km (105 mi),High mountain stage,Jelle Vanendert (BEL)
2011,2011-07-17,15,Limoux to Montpellier,192.5 km (120 mi),Flat stage,Mark Cavendish (GBR)
2011,2011-07-19,16,Saint-Paul-Trois-Châteaux to Gap,162.5 km (101 mi),Medium mountain stage,Thor Hushovd (NOR)
2011,2011-07-20,17,Gap to Pinerolo (Italy),179.0 km (111 mi),High mountain stage,Edvald Boasson Hagen (NOR)
2011,2011-07-21,18,Pinerolo (Italy) to Col du Galibier,200.5 km (125 mi),High mountain stage,Andy Schleck (LUX)
2011,2011-07-22,19,Modane to Alpe d'Huez,109.5 km (68 mi),High mountain stage,Pierre Rolland (FRA)
2011,2011-07-23,20,Grenoble,42.5 km (26 mi),Individual time trial,Tony Martin (GER)
2011,2011-07-24,21,Créteil to Paris (Champs-Élysées),95.0 km (59 mi),Flat stage,Mark Cavendish (GBR)
2012,2012-06-30,P,Liège (Belgium),6.4 km (4 mi),Individual time trial,Fabian Cancellara (SUI)
2012,2012-07-01,1,Liège (Belgium) to Seraing (Belgium),198 km (123 mi),Flat stage,Peter Sagan (SVK)
2012,2012-07-02,2,Visé (Belgium) to Tournai (Belgium),207.5 km (129 mi),Flat stage,Mark Cavendish (GBR)
2012,2012-07-03,3,Orchies to Boulogne-sur-Mer,197 km (122 mi),Medium mountain stage,Peter Sagan (SVK)
2012,2012-07-04,4,Abbeville to Rouen,214.5 km (133 mi),Flat stage,André Greipel (GER)
2012,2012-07-05,5,Rouen to Saint-Quentin,196.5 km (122 mi),Flat stage,André Greipel (GER)
2012,2012-07-06,6,Épernay to Metz,205 km (127 mi),Flat stage,Peter Sagan (SVK)
2012,2012-07-07,7,Tomblaine to La Planche des Belles Filles,199 km (124 mi),Medium mountain stage,Chris Froome (GBR)
2012,2012-07-08,8,Belfort to Porrentruy (Switzerland),157.5 km (98 mi),Medium mountain stage,Thibaut Pinot (FRA)
2012,2012-07-09,9,Arc-et-Senans to Besançon,41.5 km (26 mi),Individual time trial,Bradley Wiggins (GBR)
2012,2012-07-11,10,Mâcon to Bellegarde-sur-Valserine,194.5 km (121 mi),High mountain stage,Thomas Voeckler (FRA)
2012,2012-07-12,11,Albertville to La Toussuire-Les Sybelles,148 km (92 mi),High mountain stage,Pierre Rolland (FRA)
2012,2012-07-13,12,Saint-Jean-de-Maurienne to Annonay-Davézieux,226 km (140 mi),Medium mountain stage,David Millar (GBR)
2012,2012-07-14,13,Saint-Paul-Trois-Châteaux to Cap d'Agde,217 km (135 mi),Flat stage,André Greipel (GER)
2012,2012-07-15,14,Limoux to Foix,191 km (119 mi),High mountain stage,Luis León Sánchez (ESP)
2012,2012-07-16,15,Samatan to Pau,158.5 km (98 mi),Flat stage,Pierrick Fédrigo (FRA)
2012,2012-07-18,16,Pau to Bagnères-de-Luchon,197 km (122 mi),High mountain stage,Thomas Voeckler (FRA)
2012,2012-07-19,17,Bagnères-de-Luchon to Peyragudes,143.5 km (89 mi),High mountain stage,Alejandro Valverde (ESP)
2012,2012-07-20,18,Blagnac to Brive-la-Gaillarde,222.5 km (138 mi),Flat stage,Mark Cavendish (GBR)
2012,2012-07-21,19,Bonneval to Chartres,53.5 km (33 mi),Individual time trial,Bradley Wiggins (GBR)
2012,2012-07-22,20,Rambouillet to Paris (Champs-Élysées),120 km (75 mi),Flat stage,Mark Cavendish (GBR)
2013,2013-06-29,1,Porto-Vecchio to Bastia,213 km (132 mi),Flat stage,Marcel Kittel (GER)
2013,2013-06-30,2,Bastia to Ajaccio,156 km (97 mi),Medium mountain stage,Jan Bakelants (BEL)
2013,2013-07-01,3,Ajaccio to Calvi,145.5 km (90 mi),Medium mountain stage,Simon Gerrans (AUS)
2013,2013-07-02,4,Nice,25 km (16 mi),Team time trial,Orica–GreenEDGE
2013,2013-07-03,5,Cagnes-sur-Mer to Marseille,228.5 km (142 mi),Flat stage,Mark Cavendish (GBR)
2013,2013-07-04,6,Aix-en-Provence to Montpellier,176.5 km (110 mi),Flat stage,André Greipel (GER)
2013,2013-07-05,7,Montpellier to Albi,205.5 km (128 mi),Flat stage,Peter Sagan (SVK)
2013,2013-07-06,8,Castres to Ax 3 Domaines,195 km (121 mi),High mountain stage,Chris Froome (GBR)
2013,2013-07-07,9,Saint-Girons – Bagnères-de-Bigorre,168.5 km (105 mi),High mountain stage,Dan Martin (IRL)
2013,2013-07-09,10,Saint-Gildas-des-Bois to Saint-Malo,197 km (122 mi),Flat stage,Marcel Kittel (GER)
2013,2013-07-10,11,Avranches to Mont Saint-Michel,33 km (21 mi),Individual time trial,Tony Martin (GER)
2013,2013-07-11,12,Fougères to Tours,218 km (135 mi),Flat stage,Marcel Kittel (GER)
2013,2013-07-12,13,Tours to Saint-Amand-Montrond,173 km (107 mi),Flat stage,Mark Cavendish (GBR)
2013,2013-07-13,14,Saint-Pourçain-sur-Sioule to Lyon,191 km (119 mi),Medium mountain stage,Matteo Trentin (ITA)
2013,2013-07-14,15,Givors to Mont Ventoux,242.5 km (151 mi),High mountain stage,Chris Froome (GBR)
2013,2013-07-16,16,Vaison-la-Romaine to Gap,168 km (104 mi),High mountain stage,Rui Costa (POR)
2013,2013-07-17,17,Embrun to Chorges,32 km (20 mi),Individual time trial,Chris Froome (GBR)
2013,2013-07-18,18,Gap to Alpe d'Huez,172.5 km (107 mi),High mountain stage,Christophe Riblon (FRA)
2013,2013-07-19,19,Le Bourg-d'Oisans to Le Grand-Bornand,204.5 km (127 mi),High mountain stage,Rui Costa (POR)
2013,2013-07-20,20,Annecy to Semnoz,125 km (78 mi),High mountain stage,Nairo Quintana (COL)
2013,2013-07-21,21,Versailles to Paris (Champs-Élysées),133.5 km (83 mi),Flat stage,Marcel Kittel (GER)
2014,2014-07-05,1,Leeds to Harrogate (United Kingdom),190.5 km (118 mi),Flat stage,Marcel Kittel (GER)
2014,2014-07-06,2,York to Sheffield (United Kingdom),201 km (125 mi),Medium mountain stage,Vincenzo Nibali (ITA)
2014,2014-07-07,3,Cambridge to London (United Kingdom),155 km (96 mi),Flat stage,Marcel Kittel (GER)
2014,2014-07-08,4,Le Touquet-Paris-Plage to Lille Metropole,163.5 km (102 mi),Flat stage,Marcel Kittel (GER)
2014,2014-07-09,5,Ypres (Belgium) to Arenberg Porte du Hainaut,152.5 km (95 mi)[b],Medium mountain stage[c],Lars Boom (NED)
2014,2014-07-10,6,Arras to Reims,194 km (121 mi),Flat stage,André Greipel (GER)
2014,2014-07-11,7,Épernay to Nancy,234.5 km (146 mi),Flat stage,Matteo Trentin (ITA)
2014,2014-07-12,8,Tomblaine to Gérardmer La Mauselaine,161 km (100 mi),Medium mountain stage,Blel Kadri (FRA)
2014,2014-07-13,9,Gérardmer to Mulhouse,170 km (106 mi),Medium mountain stage,Tony Martin (GER)
2014,2014-07-14,10,Mulhouse to La Planche des Belles Filles,161.5 km (100 mi),High mountain stage,Vincenzo Nibali (ITA)
2014,2014-07-16,11,Besançon to Oyonnax,187.5 km (117 mi),Medium mountain stage,Tony Gallopin (FRA)
2014,2014-07-17,12,Bourg-en-Bresse to Saint-Étienne,185.5 km (115 mi),Flat stage,Alexander Kristoff (NOR)
2014,2014-07-18,13,Saint-Étienne to Chamrousse,197.5 km (123 mi),High mountain stage,Vincenzo Nibali (ITA)
2014,2014-07-19,14,Grenoble to Risoul,177 km (110 mi),High mountain stage,Rafał Majka (POL)
2014,2014-07-20,15,Tallard to Nîmes,222 km (138 mi),Flat stage,Alexander Kristoff (NOR)
2014,2014-07-22,16,Carcassonne to Bagnères-de-Luchon,237.5 km (148 mi),High mountain stage,Michael Rogers (AUS)
2014,2014-07-23,17,Saint-Gaudens to Saint-Lary Pla d’Adet,124.5 km (77 mi),High mountain stage,Rafał Majka (POL)
2014,2014-07-24,18,Pau to Hautacam,145.5 km (90 mi),High mountain stage,Vincenzo Nibali (ITA)
2014,2014-07-25,19,Maubourguet Pays du Val d’Adour to Bergerac,208.5 km (130 mi),Flat stage,Ramūnas Navardauskas (LTU)
2014,2014-07-26,20,Bergerac to Périgueux,54 km (34 mi),Individual time trial,Tony Martin (GER)
2014,2014-07-27,21,Évry to Paris (Champs-Élysées),137.5 km (85 mi),Flat stage,Marcel Kittel (GER)
2015,2015-07-04,1,Utrecht (Netherlands),13.8 km (8.6 mi),Individual time trial,Rohan Dennis (AUS)
2015,2015-07-05,2,Utrecht (Netherlands) to Zeeland[b] (Netherlands),166 km (103 mi),Flat stage,André Greipel (GER)
2015,2015-07-06,3,Antwerp (Belgium) to Huy (Belgium),159.5 km (99 mi),Medium mountain stage,Joaquim Rodríguez (ESP)
2015,2015-07-07,4,Seraing (Belgium) to Cambrai,223.5 km (139 mi),Medium mountain stage,Tony Martin (GER)
2015,2015-07-08,5,Arras to Amiens,189.5 km (118 mi),Flat stage,André Greipel (GER)
2015,2015-07-09,6,Abbeville to Le Havre,191.5 km (119 mi),Flat stage,Zdeněk Štybar (CZE)
2015,2015-07-10,7,Livarot to Fougères,190.5 km (118 mi),Flat stage,Mark Cavendish (GBR)
2015,2015-07-11,8,Rennes to Mûr-de-Bretagne,181.5 km (113 mi),Medium mountain stage,Alexis Vuillermoz (FRA)
2015,2015-07-12,9,Vannes to Plumelec,28 km (17 mi),Team time trial,BMC Racing Team
2015,2015-07-14,10,Tarbes to La Pierre Saint-Martin,167 km (104 mi),Medium mountain stage,Chris Froome (GBR)
2015,2015-07-15,11,Pau to Cauterets,188 km (117 mi),High mountain stage,Rafał Majka (POL)
2015,2015-07-16,12,Lannemezan to Plateau de Beille,195 km (121 mi),High mountain stage,Joaquim Rodríguez (ESP)
2015,2015-07-17,13,Muret to Rodez,198.5 km (123 mi),Medium mountain stage,Greg Van Avermaet (BEL)
2015,2015-07-18,14,Rodez to Mende,178.5 km (111 mi),Medium mountain stage,Steve Cummings (GBR)
2015,2015-07-19,15,Mende to Valence,183 km (114 mi),Flat stage,André Greipel (GER)
2015,2015-07-20,16,Bourg-de-Péage to Gap,201 km (125 mi),Medium mountain stage,Rubén Plaza Molina (ESP)
2015,2015-07-22,17,Digne-les-Bains to Pra-Loup,161 km (100 mi),High mountain stage,Simon Geschke (GER)
2015,2015-07-23,18,Gap to Saint-Jean-de-Maurienne,186.5 km (116 mi),High mountain stage,Romain Bardet (FRA)
2015,2015-07-24,19,Saint-Jean-de-Maurienne to La Toussuire – Les Sybelles,138 km (86 mi),High mountain stage,Vincenzo Nibali (ITA)
2015,2015-07-25,20,Modane to Alpe d'Huez,110.5 km (69 mi),High mountain stage,Thibaut Pinot (FRA)
2015,2015-07-26,21,Sèvres to Paris (Champs-Élysées),109.5 km (68 mi),Flat stage,André Greipel (GER)
2016,2016-07-02,1,Mont Saint-Michel to Utah Beach (Sainte-Marie-du-Mont),188 km (117 mi),Flat stage,Mark Cavendish (GBR)
2016,2016-07-03,2,Saint-Lô to Cherbourg-en-Cotentin,183 km (114 mi),Flat stage,Peter Sagan (SVK)
2016,2016-07-04,3,Granville to Angers,223.5 km (139 mi),Flat stage,Mark Cavendish (GBR)
2016,2016-07-05,4,Saumur to Limoges,237.5 km (148 mi),Flat stage,Marcel Kittel (GER)
2016,2016-07-06,5,Limoges to Le Lioran,216 km (134 mi),Medium mountain stage,Greg Van Avermaet (BEL)
2016,2016-07-07,6,Arpajon-sur-Cère to Montauban,190.5 km (118 mi),Flat stage,Mark Cavendish (GBR)
2016,2016-07-08,7,L'Isle-Jourdain to Lac de Payolle,162.5 km (101 mi),Medium mountain stage,Steve Cummings (GBR)
2016,2016-07-09,8,Pau to Bagnères-de-Luchon,184 km (114 mi),High mountain stage,Chris Froome (GBR)
2016,2016-07-10,9,Vielha Val d'Aran (Spain) to Andorra-Arcalis (Andorra),184.5 km (115 mi),High mountain stage,Tom Dumoulin (NED)
2016,2016-07-12,10,Escaldes-Engordany (Andorra) to Revel,197 km (122 mi),Medium mountain stage,Michael Matthews (AUS)
2016,2016-07-13,11,Carcassonne to Montpellier,162.5 km (101 mi),Flat stage,Peter Sagan (SVK)
2016,2016-07-14,12,Montpellier to Chalet Reynard (Mont Ventoux)[a],178 km (111 mi),High mountain stage,Thomas De Gendt (BEL)
2016,2016-07-15,13,Bourg-Saint-Andéol to La Caverne du Pont-d'Arc,37.5 km (23 mi),Individual time trial,Tom Dumoulin (NED)
2016,2016-07-16,14,Montélimar to Villars-les-Dombes (Parc des Oiseaux),208.5 km (130 mi),Flat stage,Mark Cavendish (GBR)
2016,2016-07-17,15,Bourg-en-Bresse to Culoz,160 km (99 mi),High mountain stage,Jarlinson Pantano (COL)
2016,2016-07-18,16,Moirans-en-Montagne to Bern (Switzerland),209 km (130 mi),Flat stage,Peter Sagan (SVK)
2016,2016-07-20,17,Bern (Switzerland) to Finhaut–Émosson (Switzerland),184.5 km (115 mi),High mountain stage,Ilnur Zakarin (RUS)
2016,2016-07-21,18,Sallanches to Megève,17 km (11 mi),Mountain time trial,Chris Froome (GBR)
2016,2016-07-22,19,Albertville to Saint Gervais-les-Bains,146 km (91 mi),High mountain stage,Romain Bardet (FRA)
2016,2016-07-23,20,Megève to Morzine,146.5 km (91 mi),High mountain stage,Ion Izagirre (ESP)
2016,2016-07-24,21,Chantilly to Paris (Champs-Élysées),113 km (70 mi),Flat stage,André Greipel (GER)
2017,2017-07-01,1,Düsseldorf (Germany),14 km (9 mi),Individual time trial,Geraint Thomas (GBR)
2017,2017-07-02,2,Düsseldorf (Germany) to Liège (Belgium),203.5 km (126 mi),Flat stage,Marcel Kittel (GER)
2017,2017-07-03,3,Verviers (Belgium) to Longwy,212.5 km (132 mi),Medium mountain stage,Peter Sagan (SVK)
2017,2017-07-04,4,Mondorf-les-Bains (Luxembourg) to Vittel,207.5 km (129 mi),Flat stage,Arnaud Démare (FRA)
2017,2017-07-05,5,Vittel to La Planche des Belles Filles,160.5 km (100 mi),Medium mountain stage,Fabio Aru (ITA)
2017,2017-07-06,6,Vesoul to Troyes,216 km (134 mi),Flat stage,Marcel Kittel (GER)
2017,2017-07-07,7,Troyes to Nuits-Saint-Georges,213.5 km (133 mi),Flat stage,Marcel Kittel (GER)
2017,2017-07-08,8,Dole to Station des Rousses,187.5 km (117 mi),Medium mountain stage,Lilian Calmejane (FRA)
2017,2017-07-09,9,Nantua to Chambéry,181.5 km (113 mi),High mountain stage,Rigoberto Urán (COL)
2017,2017-07-11,10,Périgueux to Bergerac,178 km (111 mi),Flat stage,Marcel Kittel (GER)
2017,2017-07-12,11,Eymet to Pau,203.5 km (126 mi),Flat stage,Marcel Kittel (GER)
2017,2017-07-13,12,Pau to Peyragudes,214.5 km (133 mi),High mountain stage,Romain Bardet (FRA)
2017,2017-07-14,13,Saint-Girons to Foix,101 km (63 mi),High mountain stage,Warren Barguil (FRA)
2017,2017-07-15,14,Blagnac to Rodez,181.5 km (113 mi),Medium mountain stage,Michael Matthews (AUS)
2017,2017-07-16,15,Laissac-Sévérac-l'Église to Le Puy-en-Velay,189.5 km (118 mi),Medium mountain stage,Bauke Mollema (NED)
2017,2017-07-18,16,Le Puy-en-Velay to Romans-sur-Isère,165 km (103 mi),Medium mountain stage,Michael Matthews (AUS)
2017,2017-07-19,17,La Mure to Serre Chevalier,183 km (114 mi),High mountain stage,Primož Roglič (SLO)
2017,2017-07-20,18,Briançon to Col d'Izoard,179.5 km (112 mi),High mountain stage,Warren Barguil (FRA)
2017,2017-07-21,19,Embrun to Salon-de-Provence,222.5 km (138 mi),Flat stage,Edvald Boasson Hagen (NOR)
2017,2017-07-22,20,Marseille,22.5 km (14 mi),Individual time trial,Maciej Bodnar (POL)
2017,2017-07-23,21,Montgeron to Paris (Champs-Élysées),103 km (64 mi),Flat stage,Dylan Groenewegen (NED)
2018,2018-07-07,1,Noirmoutier-en-l'Île to Fontenay-le-Comte,201 km (125 mi),Flat stage,Fernando Gaviria (COL)
2018,2018-07-08,2,Mouilleron-Saint-Germain to La Roche-sur-Yon,182.5 km (113 mi),Flat stage,Peter Sagan (SVK)
2018,2018-07-09,3,Cholet to Cholet,35.5 km (22 mi),Team time trial,BMC Racing Team
2018,2018-07-10,4,La Baule to Sarzeau,195 km (121 mi),Flat stage,Fernando Gaviria (COL)
2018,2018-07-11,5,Lorient to Quimper,204.5 km (127 mi),Hilly stage,Peter Sagan (SVK)
